pheno	tissue	gene	gene_name	gene_biotype	b.smr	p.smr	p_HEIDI.smr	fdr.smr	Ifsigif.smr	b.wr_ivw	p.wr_ivw	Q_pval.wr_ivw	pval_egger_intercept.wr_ivw	fdr.wr_ivw	Ifsigif.wr_ivw	b.pmregger	p.pmregger	fdr.pmregger	Ifsigif.pmregger	b.gsmr	p.gsmr	fdr.gsmr	Ifsigif.gsmr	direction
Left amygdala	Microglia	ENSG00000121716	PILRB	protein_coding	0.0449381	0.0004991172	0.9993241	0.0535353783202703	FALSE	0.0449380727202868	0.000185489946823603	-	-	0.0069448393394842	TRUE	0.0339073209601368	0.184460719382551	1	FALSE	0.0436523703789854	0.000594101534133873	0.0188772412274417	TRUE	Consistent
BVol	OPCs...COPs	ENSG00000121716	PILRB	protein_coding	-0.0522139	0.0001389698	0.6839235	0.029027316975	TRUE	-0.0522138557227679	1.57449430494803e-05	-	-	0.00115532536192666	TRUE	-0.0253132672834771	0.544761362288711	1	FALSE	-0.046905443712877	0.000310577767570738	0.010905634365412	TRUE	Consistent
Left amygdala	Oligodendrocytes	ENSG00000121716	PILRB	protein_coding	0.0399183	0.0003586071	0.9206198	0.045001647501581	TRUE	0.0399183432026094	0.000185489946823618	-	-	0.0069448393394842	TRUE	0.00531310597177152	0.709977281840218	1	FALSE	0.0318255453588873	0.00211578063703603	0.0481545077442731	TRUE	Consistent
Right accumbens area	Oligodendrocytes	ENSG00000121716	PILRB	protein_coding	-0.0440239	0.000355051	0.3520387	0.044732199202381	TRUE	-0.0440239344594581	0.000183289520865505	-	-	0.00691596188839166	TRUE	-0.00596878224625125	0.678589182487976	1	FALSE	-0.0387140360209461	0.000757814982684675	0.0228751865487531	TRUE	Consistent
Left amygdala	OPCs...COPs	ENSG00000121716	PILRB	protein_coding	0.0453931	0.0006894362	0.9267398	0.0589992349774194	FALSE	0.045393126822046	0.000185489946823618	-	-	0.0069448393394842	TRUE	0.0195590875201861	0.626931950361058	1	FALSE	0.0417235791333192	0.00104854597439938	0.0289616621043491	TRUE	Consistent
Left amygdala	Astrocytes	ENSG00000121716	PILRB	protein_coding	0.0457701	0.0004204345	0.9276891	0.0480180898197842	TRUE	0.0463273674150349	0.000160007663502245	-	-	0.00637212079525427	TRUE	0.0060177471344322	0.69845339587773	1	FALSE	0.0359143285249424	0.00149730279573344	0.0379547654699114	TRUE	Consistent
Left accumbens area	OPCs...COPs	ENSG00000121716	PILRB	protein_coding	-0.05025	0.0005818382	0.2150273	0.0563475131710843	FALSE	-0.0502499561944566	0.000144696087850248	-	-	0.00596280554573715	TRUE	-0.0354883357001691	0.434391420291491	1	FALSE	-0.0443786763476881	0.00137846712251289	0.0357073681420108	TRUE	Consistent
Right accumbens area	Microglia	ENSG00000121716	PILRB	protein_coding	-0.0508403	0.0003664003	0.2852784	0.0450459224988417	TRUE	-0.0508403176565079	0.000123034310366516	-	-	0.00537577788856596	TRUE	-0.0283388449188204	0.297092406351125	1	FALSE	-0.0442858044316047	0.00142210067616922	0.0365813758282068	TRUE	Consistent
Right accumbens area	Inhibitory.neurons	ENSG00000121716	PILRB	protein_coding	-0.059538	0.0003618007	0.4663991	0.0450459224988417	TRUE	-0.0590827890166433	0.000175429464344764	-	-	0.00674005313323169	TRUE	-0.0141760342842934	0.52476499172858	1	FALSE	-0.0622388974479566	0.000142356160106891	0.00544783949324974	TRUE	Consistent
WVol	Oligodendrocytes	ENSG00000121716	PILRB	protein_coding	-0.0188733	0.0002257451	0.4111856	0.0373371513092784	TRUE	-0.0188733099338762	0.000106187683564787	-	-	0.00487144083775869	TRUE	-0.00119132615732935	0.932490400758533	1	FALSE	-0.0183102030550402	0.000267068437421671	0.00953005852329056	TRUE	Consistent
WVol	Astrocytes	ENSG00000121716	PILRB	protein_coding	-0.0214977	0.0002928867	0.3556819	0.0409641402568282	TRUE	-0.0219364294133132	8.85489686241413e-05	-	-	0.00429273460703061	TRUE	-0.00239574334868339	0.879063320782352	1	FALSE	-0.020576552421465	0.000276549123990151	0.00979745651003191	TRUE	Consistent
WVol	Microglia	ENSG00000121716	PILRB	protein_coding	-0.0220813	0.0002032336	0.8904044	0.03487818144	TRUE	-0.0220813398790387	5.53041871555652e-05	-	-	0.00308465483536231	TRUE	-0.0351748355426577	0.186697079248834	1	FALSE	-0.0206475981156393	0.000432825414351226	0.0144349959496482	TRUE	Consistent
BVol	Oligodendrocytes	ENSG00000121716	PILRB	protein_coding	-0.0459164	4.846846e-05	0.7562123	0.0169101663356044	TRUE	-0.0459164362226906	1.57449430494803e-05	-	-	0.00115532536192666	TRUE	-0.00393734733450639	0.782968062288324	1	FALSE	-0.0429479739722056	4.76713027969042e-05	0.00204972744089828	TRUE	Consistent
IFO_FA	Oligodendrocytes	ENSG00000122674	CCZ1	protein_coding	0.0594711	0.00087896	0.4462343	0.0661282015165877	FALSE	0.059471101689011	0.000119178755989648	-	-	0.00529893675341467	TRUE	0.0115390442499764	0.477327923635496	1	FALSE	0.0530466450633923	0.00206576534104736	0.0474084331410884	TRUE	Consistent
IFO_FA	Astrocytes	ENSG00000122674	CCZ1	protein_coding	0.048582	0.0008007715	0.7308742	0.0638786290288945	FALSE	0.0485820308180641	0.000119178755989648	-	-	0.00529893675341467	TRUE	0.00798643020587381	0.643498161236851	1	FALSE	0.0451368002149566	0.00104989102557616	0.0289616621043491	TRUE	Consistent
CGC_FA	Oligodendrocytes	ENSG00000123104	ITPR2	protein_coding	-0.0351945	0.001292341	0.7818884	0.0761613238277778	FALSE	-0.0351945493069556	0.000600912188209694	-	-	0.0156280634553921	TRUE	-0.0198267753531359	0.231425046983866	1	FALSE	-0.0299447932430255	0.00129948324829501	0.0341700564009449	TRUE	Consistent
Left ventral DC	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	-	-	-	-	-	0.0562408106846975	1.95520498864186e-06	-	-	0.000220835796963198	TRUE	0.0310065011625082	5.82013629142406e-05	0.00411867503343463	TRUE	0.051677606010856	0.000378169529213614	0.012843870279216	TRUE	Consistent
FXST_FA	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	0.0712659	1.334308e-05	0.2170855	0.00791500955644068	TRUE	0.071265946488471	6.01522737081433e-08	-	-	1.14331718123857e-05	TRUE	0.0358489629599668	1.10325101595892e-09	3.36136150144209e-07	TRUE	0.0585923149646162	0.000121103419366031	0.00472622869615558	TRUE	Consistent
PTR_FA	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	-	-	-	-	-	0.0456455631564583	0.00116682456876663	-	-	0.0238257514642712	TRUE	0.0187599078972194	0.00108525996642135	0.0393453105340211	TRUE	0.0371255210336363	0.0111821628420154	0.123984535679348	FALSE	Consistent
FX_FA	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	0.0593348	5.142923e-05	0.2925146	0.0171552773378571	TRUE	0.0593347596031096	1.16672948681337e-06	-	-	0.000143827744108713	TRUE	0.0370940222209988	2.01658545057386e-10	7.20841966139382e-08	TRUE	0.0492023609373438	0.000361267924672725	0.0123692450783201	TRUE	Consistent
CST_FA	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	0.0415467	0.006453123	0.6400838	0.123983298063444	FALSE	0.0415467103351734	0.0033381373025613	-	-	0.0434918462358022	TRUE	0.0187691698788558	0.000898407649275494	0.0347106485567316	TRUE	0.0393328682549772	0.00743920093565576	0.102606588963978	FALSE	Consistent
Left thalamus proper	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	0.0434748	0.001135173	0.7269943	0.0733305135119522	FALSE	0.0434748157734872	0.000279060860657311	-	-	0.00925469630585776	TRUE	0.0313169960099934	3.91105041687303e-05	0.0029740361101304	TRUE	0.0337299848767563	0.00693816781904861	0.0994042313242495	FALSE	Consistent
Brain stem	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	-	-	-	-	-	0.0624037047797646	3.9881299489591e-06	-	-	0.000380689944198649	TRUE	0.0244396495492351	0.00132384801927511	0.0458069577218233	TRUE	0.0567591931278688	0.000591693139539248	0.0188209316708065	TRUE	Consistent
Right thalamus proper	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	0.0376817	0.003198397	0.4742988	0.0987800645457198	FALSE	0.0376816953241242	0.00127744148086607	-	-	0.0251100182840307	TRUE	0.0244625895648745	0.00125984951454719	0.0439273336496918	TRUE	0.0264298498593094	0.0265065504809822	0.165935222751927	FALSE	Consistent
Right ventral DC	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	-	-	-	-	-	0.0573149150841235	1.07166924975764e-06	-	-	0.000134023888260995	TRUE	0.0314004933588539	4.41721690688625e-05	0.00328735075281828	TRUE	0.056190057152104	0.000137172346377463	0.0052836358730965	TRUE	Consistent
SS_FA	Excitatory.neurons	ENSG00000123219	CENPK	protein_coding	-	-	-	-	-	0.0528818573201976	0.000199642644888355	-	-	0.00734337728589341	TRUE	0.0238682254548964	3.84153661261565e-05	0.00292607781212941	TRUE	0.0388359082953811	0.0094454757770018	0.115604495008385	FALSE	Consistent
X3rd ventricle	Oligodendrocytes	ENSG00000124126	PREX1	protein_coding	-0.100452	0.001257682	0.8055488	0.0757586536941839	FALSE	-0.100451580531862	0.000204008792932529	-	-	0.00745946049141281	TRUE	-0.00441035179079412	0.928536014391464	1	FALSE	-0.0924215506515117	0.00170153201700954	0.041393684315112	TRUE	Consistent
Right pericalcarine	Excitatory.neurons	ENSG00000124226	RNF114	protein_coding	-0.0677499	0.004455816	0.8354653	0.112348868037242	FALSE	-0.067794882250994	0.00213343150908115	-	-	0.0336626834453494	TRUE	-0.0165926144832066	0.718726913282883	1	FALSE	-0.070374669003742	0.00186413029294378	0.0439050177753686	TRUE	Consistent
Left pars orbitalis	Inhibitory.neurons	ENSG00000124588	NQO2	protein_coding	-	-	-	-	-	-0.070685906305594	0.00329273074079727	-	-	0.0433398903424158	TRUE	-0.38854139702935	5.74467885489335e-10	1.91758224982054e-07	TRUE	-	-	-	-	Consistent
WVol	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	-0.018326	2.554015e-06	0.2237176	0.00261572329790323	TRUE	-0.0183260368556963	3.73481412755434e-07	-	-	5.61471394938883e-05	TRUE	-0.011610817681646	0.24964308197671	1	FALSE	-0.0182402213609595	1.51480441955276e-06	8.16228494338975e-05	TRUE	Consistent
FX_FA	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	-0.022125	0.0008567083	0.8728333	0.0649155890613365	FALSE	-0.0221249872735855	0.000538805368612301	-	-	0.0145295602713415	TRUE	-0.00866452837393565	0.246283457383441	1	FALSE	-0.0209225216845093	0.000946313528088183	0.0270210876331126	TRUE	Consistent
Right lateral orbitofrontal	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	0.0239164	0.0002018685	0.4086867	0.0348321902527174	TRUE	0.0239164036541007	9.81987297723669e-05	-	-	0.00463553872511876	TRUE	0.00592556554106397	0.556272111909926	1	FALSE	0.0231486998076066	0.000169146114250494	0.00636600553658793	TRUE	Consistent
Right pallidum	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	-0.0448618	4.015563e-07	0.1050007	0.000910643640621428	TRUE	-0.0448617679997779	2.84040086152494e-08	-	-	5.86928593812581e-06	TRUE	-0.00587933690097975	0.559429524940901	1	FALSE	-0.0416411233466768	6.03292732483916e-07	3.45864449851535e-05	TRUE	Consistent
Left pallidum	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	-0.0433624	9.626673e-07	0.2601566	0.00142105613675	TRUE	-0.0433623649843118	9.76734189328322e-08	-	-	1.71309647694145e-05	TRUE	-0.0139749881443745	0.166445898422506	1	FALSE	-0.0426671738668379	3.91617703745804e-07	2.3031480938784e-05	TRUE	Consistent
Right putamen	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	-0.0408448	3.619144e-06	0.1503062	0.00337953537811765	TRUE	-0.0408448488101959	5.97572552053577e-07	-	-	8.26373888811014e-05	TRUE	-0.0100109308297282	0.321878935917037	1	FALSE	-0.0390302718893134	3.04870341526198e-06	0.000160189599343304	TRUE	Consistent
CGH_FA	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	-0.0261434	0.0006243932	0.9297167	0.0576872612095652	FALSE	-0.0261433873550346	0.000373263859238118	-	-	0.011309580386719	TRUE	-0.00715875308739229	0.337728324991729	1	FALSE	-0.0239432697116338	0.00096150685108381	0.0273493227584243	TRUE	Consistent
Left putamen	Oligodendrocytes	ENSG00000124813	RUNX2	protein_coding	-0.0483419	8.675392e-08	0.1866034	0.0005419173312	TRUE	-0.0483418638875263	3.01095213689236e-09	-	-	7.25757211722669e-07	TRUE	-0.0146753807812338	0.147218505111871	1	FALSE	-0.0470629642998044	1.27427560556487e-07	7.83692743530561e-06	TRUE	Consistent
Left transverse temporal	Oligodendrocytes	ENSG00000125337	KIF25	protein_coding	0.044663	0.0010706	0.9302403	0.0720137275423729	FALSE	0.0446630442710233	0.000254191046878069	-	-	0.00872500151837815	TRUE	0.0230492268939449	0.456080993157573	1	FALSE	0.0412776482203782	0.00147991577346256	0.0377074733728778	TRUE	Consistent
Right postcentral	Inhibitory.neurons	ENSG00000125912	NCLN	protein_coding	0.085911	0.00164578	0.1878703	0.0835724889843014	FALSE	0.0859109960939172	0.000184753727093145	-	-	0.0069448393394842	TRUE	0.000895976115337505	0.979281204447425	1	FALSE	0.0784176676164487	2.65973603675608e-74	2.01744388305945e-71	TRUE	Consistent
Left superior parietal	Inhibitory.neurons	ENSG00000125912	NCLN	protein_coding	0.0641693	0.009393018	0.7809469	0.133610631040323	FALSE	0.0641693225557023	0.00371973878357758	-	-	0.0455502752206847	TRUE	0.00511412149120228	0.893430638124779	1	FALSE	0.065360390646174	1.06348421816095e-59	5.07419195832858e-57	TRUE	Consistent
Right basal forebrain	Inhibitory.neurons	ENSG00000125912	NCLN	protein_coding	0.0816882	0.007668251	0.8415018	0.128770300672131	FALSE	0.0816882038581484	0.00271757673374143	-	-	0.0384791672205365	TRUE	0.0145074743105512	0.738123522108959	1	FALSE	0.0987167801426256	3.42454316987729e-77	2.89442388718029e-74	TRUE	Consistent
Left basal forebrain	Inhibitory.neurons	ENSG00000125912	NCLN	protein_coding	0.0900482	0.004900244	0.659191	0.114479651770419	FALSE	0.0900481911897717	0.00131814375313766	-	-	0.025560732751855	TRUE	0.0188855799087718	0.670602650841112	1	FALSE	0.0985148243953874	3.25871882268848e-77	2.83527706508149e-74	TRUE	Consistent
Left pallidum	Inhibitory.neurons	ENSG00000127947	PTPN12	protein_coding	0.0660253	5.062304e-05	0.2725161	0.0170982010314894	TRUE	0.0698896879788748	2.13142985991486e-11	0.676035704342704	-	7.18458380749114e-09	TRUE	0.0348390823003626	0.197163350456796	1	FALSE	0.0627840469482711	5.25666325455486e-05	0.00223744766037758	TRUE	Consistent
Left pallidum	Excitatory.neurons	ENSG00000127947	PTPN12	protein_coding	0.0944331	9.470728e-05	0.1731947	0.0233193131653488	TRUE	0.100237802630015	1.42347218126822e-11	0.663133264607851	-	5.11809422774988e-09	TRUE	0.00893038136804035	0.843680499135246	1	FALSE	0.100537238738288	5.95025225581876e-05	0.00250028923624475	TRUE	Consistent
Right pallidum	Excitatory.neurons	ENSG00000127947	PTPN12	protein_coding	0.0940621	9.211186e-05	0.09479534	0.0232099955804762	TRUE	0.0982463148972196	2.67403215808523e-11	0.751948784053066	-	8.87490703790349e-09	TRUE	0.00177516591541094	0.965865420878088	1	FALSE	0.0963877805378986	9.66052017823881e-05	0.00388812935935592	TRUE	Consistent
Right pallidum	Inhibitory.neurons	ENSG00000127947	PTPN12	protein_coding	0.0657659	4.902054e-05	0.1020142	0.0169168817876087	TRUE	0.0713537827782519	5.95488290244495e-12	0.543025848274495	-	2.27371130715832e-09	TRUE	0.0499283436011971	0.0798889088531306	0.956917360212551	FALSE	0.0643647689200048	3.80778483138187e-05	0.00167355423847983	TRUE	Consistent
Right ventral DC	Oligodendrocytes	ENSG00000131023	LATS1	protein_coding	0.0794894	0.002018805	0.5821425	0.0891447008970793	FALSE	0.0861197368921002	8.4342853539226e-08	0.636513775932848	-	1.5354669868369e-05	TRUE	0.0329128383769187	0.236006469607512	1	FALSE	0.0736537927432008	0.000755276203596947	0.0228451744936655	TRUE	Consistent
X3rd ventricle	Oligodendrocytes	ENSG00000131023	LATS1	protein_coding	0.0920614	0.003437003	0.2087929	0.102078024552853	FALSE	0.1141030011626	2.49287343354409e-07	0.268144195576756	-	3.93983579354188e-05	TRUE	0.0293101168906769	0.26644225672991	1	FALSE	0.0896523650269048	0.000906323182755935	0.0261974909617101	TRUE	Consistent
Left ventral DC	Oligodendrocytes	ENSG00000131023	LATS1	protein_coding	0.085261	0.001206018	0.3589589	0.0746250438359073	FALSE	0.0953929611223506	3.63184633043472e-09	0.474349140734133	-	8.65743877198544e-07	TRUE	0.0342723484706082	0.205593214693683	1	FALSE	0.0881386840059546	0.000129529322648051	0.00500880578114333	TRUE	Consistent
Right hippocampus	Oligodendrocytes	ENSG00000131023	LATS1	protein_coding	0.111634	0.0007631069	0.06330463	0.0629295609561039	FALSE	0.13874713298111	2.42127411970077e-07	0.17993177660473	-	3.85491856710736e-05	TRUE	0.0303980938984432	0.249286333184864	1	FALSE	0.114192901617429	9.14213930964303e-05	0.00369457329314017	TRUE	Consistent
Left hippocampus	Oligodendrocytes	ENSG00000131023	LATS1	protein_coding	0.100976	0.001759589	0.0808338	0.0851030979984802	FALSE	0.126888136470399	2.52776075512891e-06	0.178825099761114	-	0.000266006745221444	TRUE	0.0245293174514191	0.356387386878765	1	FALSE	0.102837861984181	0.000268380591990948	0.00956534297864605	TRUE	Consistent
Brain stem	Oligodendrocytes	ENSG00000131023	LATS1	protein_coding	0.0802037	0.005306216	0.5209062	0.117669365937239	FALSE	0.084734651151517	4.66897050507203e-06	0.794998636946407	-	0.000433220218089974	TRUE	0.0350026861586215	0.205851104076589	1	FALSE	0.0790720910962477	0.00146025030479099	0.0373509963853471	TRUE	Consistent
Left thalamus proper	Oligodendrocytes	ENSG00000131023	LATS1	protein_coding	0.0613171	0.01329202	0.8102013	0.143928404306594	FALSE	0.0680431036845598	3.17581097465159e-05	0.648287370552432	-	0.00204007697071241	TRUE	0.0368964265110021	0.163867725483997	1	FALSE	0.0669974383371779	0.00190625191768486	0.0445776634220977	TRUE	Consistent
Average_FA	Inhibitory.neurons	ENSG00000131591	C1orf159	protein_coding	0.0786355	0.0009551741	0.7151075	0.0684651489670429	FALSE	0.078635486128737	0.000104859494731436	-	-	0.00483878904778881	TRUE	0.0214234089065308	0.595641678607102	1	FALSE	0.0742947784178822	0.0013467460367437	0.0351938527022545	TRUE	Consistent
Left transverse temporal	Oligodendrocytes	ENSG00000131626	PPFIA1	protein_coding	0.0693508	0.0003783725	0.3822532	0.0458677561562738	TRUE	0.0486572668946175	0.0234513832468818	-	-	0.109814779853481	FALSE	0.0120038823605204	0.783062107841067	1	FALSE	0.061901058071947	0.00134315714634633	0.0351311005333485	TRUE	Consistent
FXST_FA	Excitatory.neurons	ENSG00000132612	VPS4A	protein_coding	-	-	-	-	-	0.169125160605384	0.000130034436648439	-	-	0.00558255303844134	TRUE	0.0775706086164329	0.187518373815691	1	FALSE	0.165220703341094	0.00188169131338772	0.0440729948001865	TRUE	Consistent
Right insula	Inhibitory.neurons	ENSG00000134202	GSTM3	protein_coding	-	-	-	-	-	-0.0854843347178026	2.55370688274698e-05	-	-	0.00172699431289971	TRUE	-0.0320386378920329	0.000502284421146273	0.0220737714102395	TRUE	-0.0443313920296011	0.0157424514465927	0.140458994226928	FALSE	Consistent
Right insula	Astrocytes	ENSG00000134202	GSTM3	protein_coding	-0.0684959	0.000228146	0.08095265	0.0373371513092784	TRUE	-0.0359714940602579	0.0299311723776288	-	-	0.122246342616923	FALSE	-0.0689373371352378	0.1921271713158	1	FALSE	-0.0587585142308937	0.000829718723822474	0.0244469514821877	TRUE	Consistent
Right cerebellum white matter	Excitatory.neurons	ENSG00000134245	WNT2B	protein_coding	0.0535837	0.001308721	0.8756404	0.0761629176684783	FALSE	0.0515442563605772	0.000573175702201193	-	-	0.0151533326269441	TRUE	0.0302554791573798	0.443991026941165	1	FALSE	0.0493826527831901	0.00142806078089802	0.0367027749961123	TRUE	Consistent
Left cerebellum white matter	Excitatory.neurons	ENSG00000134245	WNT2B	protein_coding	0.0522135	0.001847855	0.9243678	0.0859960829824818	FALSE	0.0499987253352368	0.000980720152317505	-	-	0.0214901735357497	TRUE	0.0267243222597791	0.490847739948046	1	FALSE	0.0479089626717038	0.00206811980219369	0.0474256744096851	TRUE	Consistent
Right rostral anterior cingulate	Oligodendrocytes	ENSG00000134324	LPIN1	protein_coding	-0.0484167	0.00106471	0.281621	0.0719222931702128	FALSE	-0.0484167049105094	0.000375114156206402	-	-	0.0113417486921383	TRUE	-0.0330608404507705	0.223337446547874	1	FALSE	-0.0455484704409411	0.00154893569747098	0.0390428125964454	TRUE	Consistent
Left amygdala	Oligodendrocytes	ENSG00000135679	MDM2	protein_coding	-	-	-	-	-	0.0652345740642518	0.00244553738718452	-	-	0.036447376893771	TRUE	0.0368969948347507	0.000163741276258339	0.00923399095440971	TRUE	-	-	-	-	Consistent
Left pars opercularis	Oligodendrocytes	ENSG00000135773	CAPN9	protein_coding	-0.0631967	0.01495271	0.8178399	0.146224719444103	FALSE	-0.0559766379898154	0.00285177431102088	0.699165553515535	-	0.0398044851439777	TRUE	-0.0329471667893196	5.52593175178391e-05	0.00393198626545038	TRUE	-0.0338130751455392	0.0543880132592467	0.206243585211516	FALSE	Consistent
SFO_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0599138855000013	0.00299938810281227	-	-	0.0410830473282343	TRUE	0.0178420870597539	5.11193757204858e-05	0.00368337003265295	TRUE	0.0662078992472641	0.00546300841870955	0.0879253074223427	FALSE	Consistent
Left entorhinal	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0655518182227174	0.00361428756161284	-	-	0.0449560242088635	TRUE	0.035841694591205	1.62021467940481e-09	4.62596766043649e-07	TRUE	0.0683240281501145	0.00624520245708226	0.094251596940562	FALSE	Consistent
GCC_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0580359860163178	0.00262484872721567	-	-	0.0379437690991208	TRUE	0.0281053293943028	1.75532107582907e-10	6.43593597926567e-08	TRUE	0.0590009242782071	0.00613589578894667	0.093562922282794	FALSE	Consistent
RLIC_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0614059369781591	0.00266265393052944	-	-	0.0381816056211656	TRUE	0.0206396348168253	2.79030596196589e-06	0.000324137434529097	TRUE	0.0401856719908851	0.0605920272481407	0.212600326183667	FALSE	Consistent
Left superior temporal	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0604442280261149	0.000834772230459442	-	-	0.0193432237676712	TRUE	0.0285430661496903	1.56345776861543e-06	0.000202211659036566	TRUE	0.0615761420573815	0.00426473586413817	0.0752201739813113	FALSE	Consistent
EC_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.102003339781776	2.56695849198839e-07	-	-	4.02741785801204e-05	TRUE	0.0304431364970013	4.74902622622521e-12	2.50687841385984e-09	TRUE	0.103217267157574	0.000184897963320566	0.00687220268812987	TRUE	Consistent
Right parahippocampal	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	-0.0698390182841143	0.00427665838129979	-	-	0.0493766932083389	TRUE	-0.0246404110944939	3.38484971190559e-05	0.00266152790665749	TRUE	-0.0735345300075741	0.00935637994694078	0.115056207842573	FALSE	Consistent
ALIC_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0906028279641887	5.76915272349221e-06	-	-	0.000517670358207618	TRUE	0.0346632417258839	3.50237433803327e-15	2.89085977861266e-12	TRUE	0.0737809569607976	0.00175304249986672	0.042161384740697	TRUE	Consistent
BCC_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0614183751511767	0.0022430115276503	-	-	0.0346026834674708	TRUE	0.0266032090123734	1.54006755738679e-09	4.42496499384102e-07	TRUE	0.0590028261248694	0.00790428478514853	0.105577904031703	FALSE	Consistent
Right pericalcarine	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0949535421005692	0.000176834570401607	-	-	0.00678195944404243	TRUE	0.0394125937826808	3.27652006570795e-11	1.4252337128932e-08	TRUE	0.0805311511828986	0.00476260030918373	0.0808303168940179	FALSE	Consistent
ACR_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0682905980644086	0.00034254232770089	-	-	0.010701905337424	TRUE	0.0282986503492575	1.3161948923579e-10	5.06366945155691e-08	TRUE	0.0574573460662476	0.00706992972309845	0.100141226928294	FALSE	Consistent
IFO_FA	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0580357213743387	0.00436819853348381	-	-	0.0498203261764981	TRUE	0.0150307281439657	0.000644556663207768	0.0267535853290615	TRUE	0.0624310230886783	0.0083959649641341	0.108695595435017	FALSE	Consistent
Left hippocampus	OPCs...COPs	ENSG00000136235	GPNMB	protein_coding	0.0561645	0.000389268	0.419107	0.0462734321371324	TRUE	0.0561644931594528	8.3543782868106e-05	-	-	0.00414319546623828	TRUE	0.0110972696389001	0.461176254296386	1	FALSE	0.0380957234654716	0.00118266440033747	0.0317761837336812	TRUE	Consistent
Right lateral orbitofrontal	Excitatory.neurons	ENSG00000137312	FLOT1	protein_coding	0.136386	0.001295383	0.9510592	0.0761613238277778	FALSE	0.134091109654145	1.65751094842371e-07	0.802989332548974	-	2.74003706439423e-05	TRUE	0.0395766820135611	0.0535587056353438	0.724063299501996	FALSE	0.0934504647961394	0.00180074872633429	0.0429382219694101	TRUE	Consistent
PTR_FA	Excitatory.neurons	ENSG00000137312	FLOT1	protein_coding	0.217212	0.0001056833	0.2735495	0.0247394649826087	TRUE	0.214119499613871	2.21191357150029e-12	0.857157360478995	-	8.91917971550949e-10	TRUE	0.0266739375857024	0.0907806844168595	1	FALSE	0.123762903090449	0.000972438753055494	0.0274539821353808	TRUE	Consistent
GCC_FA	Excitatory.neurons	ENSG00000137312	FLOT1	protein_coding	0.259289	1.56455e-05	0.1284697	0.00814309802459016	TRUE	0.255258126135165	6.64753823111454e-18	0.812921809355461	-	5.41159782112581e-15	TRUE	0.0371856040605749	0.0223626134726797	0.38050808239102	FALSE	0.161000461731457	0.000229791681289144	0.00832031519693446	TRUE	Consistent
UNC_FA	Excitatory.neurons	ENSG00000137312	FLOT1	protein_coding	0.184902	0.0005142391	0.1012945	0.0541089852	FALSE	0.180322066835413	6.23684403473447e-09	0.698065776731832	-	1.43901001455964e-06	TRUE	0.0363167105857687	0.0260848182049924	0.428117314552437	FALSE	0.121166336772699	0.00135122512342732	0.0352486257506411	TRUE	Consistent
ACR_FA	Excitatory.neurons	ENSG00000137312	FLOT1	protein_coding	0.233889	3.666122e-05	0.1430693	0.0142702927229268	TRUE	0.222621171545559	2.89856874684641e-14	0.595996438946152	-	1.58305882470171e-11	TRUE	0.0428866188197569	0.00906519398467671	0.194027633815355	FALSE	0.1391444702588	0.000229177608659416	0.00830825002372898	TRUE	Consistent
WVol	Oligodendrocytes	ENSG00000137513	NARS2	protein_coding	-0.036113	0.0001468022	0.7687019	0.0299984496884615	TRUE	-0.0381037956346122	6.10418815346573e-11	0.701549815417758	-	1.90848769615531e-08	TRUE	-0.0321925800907677	0.266167290939374	1	FALSE	-0.0327089374470209	0.000165214690745032	0.00624186587690873	TRUE	Consistent
